Data;Pedido;Cliente;Tipo Cliente;SKU;Código Produto;Centro Custo;Produto;Fabricante;Qtde. Pedido;Preço;Custo
11/06/2018;SO - 0004057;New Ltd;Wholesale;NXH382;STK-101;920026;Elevator;McKesson Corp;10;448,76;2088,77
11/06/2018;SO - 0004058;Victory Ltd;Wholesale;AXW291;STK-133;922457;Noxer Block;Apotex Corp;12;291,93;1919,52
11/06/2018;SO - 0004059;ETUDE Ltd;Wholesale;GUT930;STK-165;415254;Trim, Molding;Allermed Group;10;156,52;751,30
12/06/2018;SO - 0004060;Ascend Ltd;Wholesale;FLR025;STK-166;415254;Chair Rail;Cixi Group;9;485,81;1943,26
12/06/2018;SO - 0004061;Pure Group;Distributor;AXW291;STK-160;417850;Finish Carpentry;Major Corp;8;258,69;792,58
12/06/2018;SO - 0004062;Ohio ;Distributor;GUT930;STK-147;420746;Specialties;Cixi Group;8;445,21;1554,19
13/06/2018;SO - 0004063;Ohio ;Wholesale;AXW291;STK-118;927300;Cement Render;Lake Ltd;7;157,93;428,28
13/06/2018;SO - 0004064;Apollo Ltd;Distributor;AXW291;STK-130;926263;Insulation Bricks;HSN Bricks;10;455,48;1841,09
13/06/2018;SO - 0004065;Procter Corp;Distributor;AXW291;STK-125;926263;Staff;Lake Ltd;9;180,28;621,26
14/06/2018;SO - 0004066;Pure Group;Distributor;AXW291;STK-144;420746;Plumbing Fixtures;ALK-Abello, Corp;8;137,51;482,98
14/06/2018;SO - 0004067;OUR Ltd;Wholesale;GUT930;STK-124;926263;Paint, Wood Stain;ALK-Abello, Corp;7;150,36;366,36
14/06/2018;SO - 0004068;Pacific Ltd;Wholesale;FLR025;STK-138;922457;Wire Rope And Cables;Macoven Group;11;276,58;1244,59
15/06/2018;SO - 0004069;Prasco Group;Wholesale;AXW291;STK-108;920026;Stile And Rail;Macoven Group;7;589,23;1465,44
15/06/2018;SO - 0004070;Llorens Ltd;Distributor;NXH382;STK-119;927300;Ceramic Tile;Heritage ;8;441,92;1318,90
17/06/2018;SO - 0004071;Linde ;Distributor;GUT930;STK-168;415254;Curtainwall;Accord Ltd;7;575,15;1243,56
17/06/2018;SO - 0004072;Eminence Corp;Wholesale;GUT930;STK-119;927300;Ceramic Tile;Heritage ;10;441,92;1758,53
17/06/2018;SO - 0004073;Ole Group;Distributor;AXW291;STK-122;926263;Marble;Fullerton Corp;10;316,48;1519,10
18/06/2018;SO - 0004074;O.E. Ltd;Export;AXW291;STK-160;417850;Finish Carpentry;Major Corp;14;258,69;1585,15
18/06/2018;SO - 0004075;Select ;Wholesale;FLR025;STK-161;415254;Ecoclean;Citizen Group;14;508,58;3529,44
18/06/2018;SO - 0004076;Ei ;Distributor;NXH382;STK-152;417850;Engineered Wood;Allermed Group;10;386,52;2105,28
18/06/2018;SO - 0004077;Niconovum Corp;Wholesale;NXH382;STK-135;922457;Urbanite;Macoven Group;14;335,13;2662,56
19/06/2018;SO - 0004078;Select ;Wholesale;GUT930;STK-139;922457;Metal Joist, Decking;Accord Ltd;8;617,31;1832,83
19/06/2018;SO - 0004079;21st Ltd;Wholesale;FLR025;STK-110;920026;Folding Doors;Lake Ltd;10;578,87;2097,02
19/06/2018;SO - 0004080;Mylan Corp;Distributor;AXW291;STK-102;920026;Escalator;Kinray Ltd;14;380,89;2551,10
20/06/2018;SO - 0004081;Exact-Rx, Corp;Export;AXW291;STK-148;420746;Telecommunications Equipment;Major Corp;11;213,62;1003,10
20/06/2018;SO - 0004082;Linde ;Export;AXW291;STK-113;927300;Circuit Breaker;Apotex Corp;7;347,66;851,40
20/06/2018;SO - 0004083;Prasco Group;Wholesale;AXW291;STK-167;415254;Casement;Lake Ltd;13;369,69;2156,88
20/06/2018;SO - 0004084;Amylin Group;Distributor;GUT930;STK-159;417850;Glue-Laminate;Sun Ltd;11;648,44;2693,52
21/06/2018;SO - 0004085;Procter Corp;Wholesale;AXW291;STK-147;420746;Specialties;Cixi Group;12;445,21;2590,32
21/06/2018;SO - 0004086;Winthrop ;Wholesale;NXH382;STK-111;927300;Door Hardware;Apotex Corp;11;437,31;2099,09
21/06/2018;SO - 0004087;Qualitest ;Export;FLR025;STK-138;922457;Wire Rope And Cables;Macoven Group;10;276,58;1106,30
22/06/2018;SO - 0004088;Fenwal, Corp;Wholesale;NXH382;STK-159;417850;Glue-Laminate;Sun Ltd;10;648,44;2394,24
22/06/2018;SO - 0004089;Pacific Ltd;Wholesale;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;10;95,40;478,85
22/06/2018;SO - 0004090;Linde ;Distributor;GUT930;STK-158;417850;Parallel Strand;McKesson Corp;13;153,83;1021,68
22/06/2018;SO - 0004091;New Ltd;Wholesale;AXW291;STK-127;926263;Wood Finishing;Fullerton Corp;12;222,58;1042,32
22/06/2018;SO - 0004092;Avon Corp;Wholesale;NXH382;STK-166;415254;Chair Rail;Cixi Group;10;485,81;2220,86
23/06/2018;SO - 0004093;Winthrop ;Distributor;NXH382;STK-156;417850;Plywood;Allermed Group;14;191,89;1052,64
23/06/2018;SO - 0004094;Nipro ;Distributor;AXW291;STK-103;920026;Building Insulation;Accord Ltd;10;252,81;965,95
23/06/2018;SO - 0004095;E. Ltd;Wholesale;GUT930;STK-143;420746;Plastics;Mylan Group;9;119,58;390,10
23/06/2018;SO - 0004096;Prasco Group;Wholesale;AXW291;STK-166;415254;Chair Rail;Cixi Group;12;485,81;2776,08
24/06/2018;SO - 0004097;OHTA'S Corp;Wholesale;AXW291;STK-161;415254;Ecoclean;Citizen Group;8;508,58;1764,72
24/06/2018;SO - 0004098;Select ;Wholesale;AXW291;STK-152;417850;Engineered Wood;Allermed Group;12;386,52;2631,60
24/06/2018;SO - 0004099;Burt's Corp;Distributor;GUT930;STK-158;417850;Parallel Strand;McKesson Corp;11;153,83;835,92
24/06/2018;SO - 0004100;Burt's Corp;Wholesale;GUT930;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;8;520,62;1795,68
24/06/2018;SO - 0004101;Ascend Ltd;Distributor;AXW291;STK-103;920026;Building Insulation;Accord Ltd;7;252,81;603,72
24/06/2018;SO - 0004102;WakeFern ;Distributor;GUT930;STK-114;927300;Electrical Connector;Sun Ltd;9;313,29;1090,82
25/06/2018;SO - 0004103;Eminence Corp;Distributor;AXW291;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;8;243,81;650,16
25/06/2018;SO - 0004104;Capweld ;Wholesale;NXH382;STK-109;920026;Access;Major Corp;9;465,07;1610,95
25/06/2018;SO - 0004105;E. Ltd;Wholesale;NXH382;STK-146;420746;Security Systems;Macoven Group;10;477,13;2410,75
25/06/2018;SO - 0004106;WakeFern ;Distributor;AXW291;STK-106;920026;Damp (Structural);Mylan Group;13;222,04;1532,52
26/06/2018;SO - 0004107;Select ;Distributor;AXW291;STK-126;926263;Stucco;Heritage ;14;438,19;2835,94
26/06/2018;SO - 0004108;OHTA'S Corp;Wholesale;AXW291;STK-152;417850;Engineered Wood;Allermed Group;13;386,52;2894,76
27/06/2018;SO - 0004109;Trigen ;Wholesale;AXW291;STK-107;920026;Housewrap;Kinray Ltd;11;281,93;1727,57
28/06/2018;SO - 0004110;O.E. Ltd;Distributor;NXH382;STK-106;920026;Damp (Structural);Mylan Group;9;222,04;975,24
28/06/2018;SO - 0004111;Winthrop ;Distributor;FLR025;STK-146;420746;Security Systems;Macoven Group;13;477,13;3314,78
28/06/2018;SO - 0004112;OUR Ltd;Distributor;NXH382;STK-116;927300;Switches;McKesson Corp;8;195,69;507,74
28/06/2018;SO - 0004113;OUR Ltd;Distributor;NXH382;STK-156;417850;Plywood;Allermed Group;9;191,89;614,04
29/06/2018;SO - 0004114;Exact-Rx, Corp;Distributor;AXW291;STK-146;420746;Security Systems;Macoven Group;8;477,13;1808,06
29/06/2018;SO - 0004115;3LAB, Ltd;Distributor;GUT930;STK-168;415254;Curtainwall;Accord Ltd;9;575,15;1740,98
29/06/2018;SO - 0004116;Weimei Corp;Distributor;FLR025;STK-122;926263;Marble;Fullerton Corp;12;316,48;1898,88
30/06/2018;SO - 0004117;Select ;Wholesale;NXH382;STK-146;420746;Security Systems;Macoven Group;10;477,13;2410,75
01/07/2018;SO - 0004118;Ei ;Wholesale;AXW291;STK-105;920026;Conformal Coating;Sun Ltd;7;516,73;1259,04
01/07/2018;SO - 0004119;OUR Ltd;Distributor;GUT930;STK-114;927300;Electrical Connector;Sun Ltd;10;313,29;1246,66
01/07/2018;SO - 0004120;Elorac, Corp;Wholesale;AXW291;STK-151;417850;Bamboo;Lake Ltd;11;367,33;1578,96
01/07/2018;SO - 0004121;Prasco Group;Distributor;GUT930;STK-135;922457;Urbanite;Macoven Group;7;335,13;1109,40
02/07/2018;SO - 0004122;PEDIFIX, Corp;Distributor;FLR025;STK-138;922457;Wire Rope And Cables;Macoven Group;9;276,58;968,02
02/07/2018;SO - 0004123;Prasco Group;Wholesale;NXH382;STK-102;920026;Escalator;Kinray Ltd;11;380,89;1913,33
02/07/2018;SO - 0004124;Select ;Wholesale;AXW291;STK-143;420746;Plastics;Mylan Group;11;119,58;501,55
02/07/2018;SO - 0004125;Ascend Ltd;Wholesale;NXH382;STK-167;415254;Casement;Lake Ltd;12;369,69;1960,80
03/07/2018;SO - 0004126;Llorens Ltd;Wholesale;AXW291;STK-167;415254;Casement;Lake Ltd;12;369,69;1960,80
03/07/2018;SO - 0004127;OHTA'S Corp;Export;AXW291;STK-136;922457;Structural Steel;Cixi Group;14;309,58;1907,14
04/07/2018;SO - 0004128;ETUDE Ltd;Wholesale;NXH382;STK-111;927300;Door Hardware;Apotex Corp;10;437,31;1865,86
04/07/2018;SO - 0004129;Trigen ;Wholesale;AXW291;STK-144;420746;Plumbing Fixtures;ALK-Abello, Corp;13;137,51;885,46
04/07/2018;SO - 0004130;Pacific Ltd;Export;GUT930;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;13;520,62;3292,08
04/07/2018;SO - 0004131;Pure Group;Wholesale;GUT930;STK-151;417850;Bamboo;Lake Ltd;11;367,33;1578,96
04/07/2018;SO - 0004132;Pure Group;Export;GUT930;STK-130;926263;Insulation Bricks;HSN Bricks;8;455,48;1380,82
04/07/2018;SO - 0004133;Nipro ;Distributor;GUT930;STK-117;927300;Plaster & Gypsum Board;Allermed Group;7;324,05;810,12
05/07/2018;SO - 0004134;Prasco Group;Distributor;NXH382;STK-142;420746;Decorative Metal;Lake Ltd;11;95,40;538,70
05/07/2018;SO - 0004135;Procter Corp;Wholesale;GUT930;STK-152;417850;Engineered Wood;Allermed Group;7;386,52;1315,80
06/07/2018;SO - 0004136;Procter Corp;Wholesale;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;8;95,40;359,14
06/07/2018;SO - 0004137;Mylan Corp;Wholesale;GUT930;STK-127;926263;Wood Finishing;Fullerton Corp;13;222,58;1146,55
06/07/2018;SO - 0004138;OUR Ltd;Distributor;AXW291;STK-130;926263;Insulation Bricks;HSN Bricks;11;455,48;2071,22
06/07/2018;SO - 0004139;O.E. Ltd;Distributor;AXW291;STK-153;417850;Stud, Joist, Rafter;Lake Ltd;12;486,42;2311,68
06/07/2018;SO - 0004140;Winthrop ;Wholesale;GUT930;STK-121;926263;Flooring Wide;Mylan Group;9;372,47;1762,66
06/07/2018;SO - 0004141;Apotheca, Ltd;Export;AXW291;STK-117;927300;Plaster & Gypsum Board;Allermed Group;9;324,05;1134,17
07/07/2018;SO - 0004142;New Ltd;Wholesale;FLR025;STK-114;927300;Electrical Connector;Sun Ltd;8;313,29;934,99
07/07/2018;SO - 0004143;Exact-Rx, Corp;Wholesale;AXW291;STK-146;420746;Security Systems;Macoven Group;13;477,13;3314,78
07/07/2018;SO - 0004144;Eminence Corp;Wholesale;AXW291;STK-118;927300;Cement Render;Lake Ltd;8;157,93;513,94
09/07/2018;SO - 0004145;Dharma Ltd;Distributor;FLR025;STK-150;420746;Heavy Timbers;Cixi Group;10;233,43;1164,10
09/07/2018;SO - 0004146;Capweld ;Export;GUT930;STK-102;920026;Escalator;Kinray Ltd;13;380,89;2338,51
09/07/2018;SO - 0004147;Burt's Corp;Wholesale;NXH382;STK-144;420746;Plumbing Fixtures;ALK-Abello, Corp;14;137,51;965,95
10/07/2018;SO - 0004148;Victory Ltd;Wholesale;NXH382;STK-112;927300;Chipset Computers;ARM Company;12;691,76;2951,52
10/07/2018;SO - 0004149;Qualitest ;Distributor;GUT930;STK-151;417850;Bamboo;Lake Ltd;13;367,33;1929,84
10/07/2018;SO - 0004150;Medline ;Export;GUT930;STK-166;415254;Chair Rail;Cixi Group;13;485,81;3053,69
11/07/2018;SO - 0004151;Llorens Ltd;Wholesale;NXH382;STK-112;927300;Chipset Computers;ARM Company;7;691,76;1475,76
11/07/2018;SO - 0004152;Procter Corp;Wholesale;GUT930;STK-161;415254;Ecoclean;Citizen Group;9;508,58;2058,84
11/07/2018;SO - 0004153;Ascend Ltd;Wholesale;FLR025;STK-159;417850;Glue-Laminate;Sun Ltd;7;648,44;1496,40
11/07/2018;SO - 0004154;U.S. Ltd;Distributor;GUT930;STK-111;927300;Door Hardware;Apotex Corp;7;437,31;1166,16
12/07/2018;SO - 0004155;Weimei Corp;Wholesale;FLR025;STK-119;927300;Ceramic Tile;Heritage ;9;441,92;1538,71
12/07/2018;SO - 0004156;O.E. Ltd;Wholesale;GUT930;STK-152;417850;Engineered Wood;Allermed Group;11;386,52;2368,44
12/07/2018;SO - 0004157;Rochester Ltd;Wholesale;NXH382;STK-101;920026;Elevator;McKesson Corp;13;448,76;2872,06
12/07/2018;SO - 0004158;Bare ;Wholesale;NXH382;STK-136;922457;Structural Steel;Cixi Group;7;309,58;794,64
12/07/2018;SO - 0004159;Dharma Ltd;Wholesale;AXW291;STK-158;417850;Parallel Strand;McKesson Corp;8;153,83;557,28
12/07/2018;SO - 0004160;Elorac, Corp;Distributor;AXW291;STK-122;926263;Marble;Fullerton Corp;14;316,48;2278,66
12/07/2018;SO - 0004161;Qualitest ;Wholesale;AXW291;STK-151;417850;Bamboo;Lake Ltd;9;367,33;1228,08
13/07/2018;SO - 0004162;AuroMedics Corp;Wholesale;NXH382;STK-125;926263;Staff;Lake Ltd;7;180,28;443,76
13/07/2018;SO - 0004163;Elorac, Corp;Export;NXH382;STK-133;922457;Noxer Block;Apotex Corp;9;291,93;1343,66
14/07/2018;SO - 0004164;Capweld ;Distributor;GUT930;STK-110;920026;Folding Doors;Lake Ltd;11;578,87;2359,15
14/07/2018;SO - 0004165;Uriel Group;Wholesale;NXH382;STK-125;926263;Staff;Lake Ltd;10;180,28;710,02
15/07/2018;SO - 0004166;Ohio ;Export;AXW291;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;8;520,62;1795,68
15/07/2018;SO - 0004167;Wuxi Group;Wholesale;NXH382;STK-125;926263;Staff;Lake Ltd;9;180,28;621,26
15/07/2018;SO - 0004168;Burt's Corp;Distributor;AXW291;STK-168;415254;Curtainwall;Accord Ltd;9;575,15;1740,98
15/07/2018;SO - 0004169;Pure Group;Wholesale;NXH382;STK-145;420746;Building Safety;Apotex Corp;11;327,90;1876,18
16/07/2018;SO - 0004170;Dharma Ltd;Export;GUT930;STK-129;926263;Furnishings;Macoven Group;13;305,93;2168,23
16/07/2018;SO - 0004171;S.S.S. Group;Wholesale;GUT930;STK-132;922457;High Concrete;CP IV Ltd;7;334,39;779,16
16/07/2018;SO - 0004172;E. Ltd;Wholesale;AXW291;STK-114;927300;Electrical Connector;Sun Ltd;12;313,29;1558,32
17/07/2018;SO - 0004173;Uriel Group;Distributor;GUT930;STK-142;420746;Decorative Metal;Lake Ltd;12;95,40;598,56
17/07/2018;SO - 0004174;O.E. Ltd;Wholesale;NXH382;STK-165;415254;Trim, Molding;Allermed Group;12;156,52;939,12
17/07/2018;SO - 0004175;E. Ltd;Distributor;NXH382;STK-103;920026;Building Insulation;Accord Ltd;14;252,81;1448,93
17/07/2018;SO - 0004176;Weimei Corp;Distributor;AXW291;STK-126;926263;Stucco;Heritage ;9;438,19;1654,30
17/07/2018;SO - 0004177;Apotheca, Ltd;Wholesale;NXH382;STK-140;922457;Metal Fabrications;Kinray Ltd;12;303,67;1362,24
17/07/2018;SO - 0004178;Pacific Ltd;Wholesale;AXW291;STK-156;417850;Plywood;Allermed Group;10;191,89;701,76
18/07/2018;SO - 0004179;Eminence Corp;Distributor;AXW291;STK-122;926263;Marble;Fullerton Corp;13;316,48;2088,77
18/07/2018;SO - 0004180;PEDIFIX, Corp;Wholesale;AXW291;STK-113;927300;Circuit Breaker;Apotex Corp;10;347,66;1362,24
18/07/2018;SO - 0004181;Amylin Group;Export;FLR025;STK-139;922457;Metal Joist, Decking;Accord Ltd;8;617,31;1832,83
18/07/2018;SO - 0004182;Trigen ;Wholesale;FLR025;STK-159;417850;Glue-Laminate;Sun Ltd;7;648,44;1496,40
19/07/2018;SO - 0004183;Linde ;Distributor;AXW291;STK-127;926263;Wood Finishing;Fullerton Corp;11;222,58;938,09
19/07/2018;SO - 0004184;Apotheca, Ltd;Wholesale;GUT930;STK-140;922457;Metal Fabrications;Kinray Ltd;7;303,67;681,12
19/07/2018;SO - 0004185;Apollo Ltd;Distributor;GUT930;STK-156;417850;Plywood;Allermed Group;8;191,89;526,32
19/07/2018;SO - 0004186;Prasco Group;Wholesale;GUT930;STK-112;927300;Chipset Computers;ARM Company;12;691,76;2951,52
21/07/2018;SO - 0004187;Ei ;Distributor;GUT930;STK-136;922457;Structural Steel;Cixi Group;13;309,58;1748,21
21/07/2018;SO - 0004188;Uriel Group;Distributor;NXH382;STK-109;920026;Access;Major Corp;11;465,07;2071,22
22/07/2018;SO - 0004189;Apollo Ltd;Wholesale;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;12;95,40;598,56
23/07/2018;SO - 0004190;Wuxi Group;Wholesale;AXW291;STK-148;420746;Telecommunications Equipment;Major Corp;12;213,62;1114,56
23/07/2018;SO - 0004191;Select ;Wholesale;NXH382;STK-135;922457;Urbanite;Macoven Group;14;335,13;2662,56
23/07/2018;SO - 0004192;WakeFern ;Wholesale;AXW291;STK-150;420746;Heavy Timbers;Cixi Group;13;233,43;1600,63
23/07/2018;SO - 0004193;Qualitest ;Export;GUT930;STK-126;926263;Stucco;Heritage ;8;438,19;1417,97
23/07/2018;SO - 0004194;AuroMedics Corp;Wholesale;FLR025;STK-163;415254;Millwork;Heritage ;8;256,97;1027,87
23/07/2018;SO - 0004195;Weimei Corp;Distributor;AXW291;STK-131;922457;Artificial Stone;Heritage ;12;623,88;2734,80
23/07/2018;SO - 0004196;3LAB, Ltd;Distributor;GUT930;STK-128;926263;Fire Suppressio;SUPERVALU Group;8;584,16;1609,92
24/07/2018;SO - 0004197;Medsep Group;Distributor;GUT930;STK-104;920026;Building Envelope;AstraZeneca ;10;418,56;2047,49
24/07/2018;SO - 0004198;AuroMedics Corp;Distributor;AXW291;STK-162;415254;Case-Building;Cixi Group;8;201,22;606,82
25/07/2018;SO - 0004199;21st Ltd;Wholesale;GUT930;STK-145;420746;Building Safety;Apotex Corp;10;327,90;1667,71
26/07/2018;SO - 0004200;Mylan Corp;Wholesale;AXW291;STK-138;922457;Wire Rope And Cables;Macoven Group;9;276,58;968,02
26/07/2018;SO - 0004201;ETUDE Ltd;Wholesale;AXW291;STK-142;420746;Decorative Metal;Lake Ltd;9;95,40;418,99
26/07/2018;SO - 0004202;Trigen ;Wholesale;GUT930;STK-142;420746;Decorative Metal;Lake Ltd;7;95,40;299,28
27/07/2018;SO - 0004203;WakeFern ;Export;NXH382;STK-159;417850;Glue-Laminate;Sun Ltd;10;648,44;2394,24
27/07/2018;SO - 0004204;Ei ;Distributor;GUT930;STK-116;927300;Switches;McKesson Corp;14;195,69;1015,49
28/07/2018;SO - 0004205;ETUDE Ltd;Wholesale;AXW291;STK-157;417850;Oriented Strand Board;ALK-Abello, Corp;13;477,32;3382,90
28/07/2018;SO - 0004206;Ascend Ltd;Wholesale;AXW291;STK-122;926263;Marble;Fullerton Corp;7;316,48;949,44
28/07/2018;SO - 0004207;21st Ltd;Wholesale;FLR025;STK-149;420746;Rough Carpentry;Lake Ltd;11;121,00;622,30
29/07/2018;SO - 0004208;Pacific Ltd;Distributor;AXW291;STK-161;415254;Ecoclean;Citizen Group;13;508,58;3235,32
29/07/2018;SO - 0004209;Uriel Group;Wholesale;AXW291;STK-137;922457;Rebar;McKesson Corp;12;331,08;1826,64
29/07/2018;SO - 0004210;Llorens Ltd;Wholesale;AXW291;STK-136;922457;Structural Steel;Cixi Group;12;309,58;1589,28
30/07/2018;SO - 0004211;Linde ;Export;GUT930;STK-129;926263;Furnishings;Macoven Group;13;305,93;2168,23
30/07/2018;SO - 0004212;OHTA'S Corp;Wholesale;GUT930;STK-110;920026;Folding Doors;Lake Ltd;13;578,87;2883,41
30/07/2018;SO - 0004213;Select ;Distributor;GUT930;STK-155;417850;Sheathing;Allermed Group;13;551,56;2883,41
31/07/2018;SO - 0004214;Dharma Ltd;Distributor;GUT930;STK-154;417850;Treated Lumber;ALK-Abello, Corp;13;371,04;2213,64
31/07/2018;SO - 0004215;Eminence Corp;Distributor;NXH382;STK-151;417850;Bamboo;Lake Ltd;13;367,33;1929,84
01/08/2018;SO - 0004216;Bare ;Distributor;NXH382;STK-106;920026;Damp (Structural);Mylan Group;8;222,04;835,92
01/08/2018;SO - 0004217;Sundial ;Distributor;AXW291;STK-137;922457;Rebar;McKesson Corp;9;331,08;1278,65
01/08/2018;SO - 0004218;Pacific Ltd;Export;GUT930;STK-110;920026;Folding Doors;Lake Ltd;12;578,87;2621,28
02/08/2018;SO - 0004219;Pacific Ltd;Wholesale;FLR025;STK-112;927300;Chipset Computers;ARM Company;8;691,76;1770,91
02/08/2018;SO - 0004220;U.S. Ltd;Export;AXW291;STK-135;922457;Urbanite;Macoven Group;9;335,13;1553,16
02/08/2018;SO - 0004221;Apotheca, Ltd;Wholesale;AXW291;STK-126;926263;Stucco;Heritage ;10;438,19;1890,62
02/08/2018;SO - 0004222;Rochester Ltd;Wholesale;FLR025;STK-138;922457;Wire Rope And Cables;Macoven Group;13;276,58;1521,17
02/08/2018;SO - 0004223;3LAB, Ltd;Wholesale;NXH382;STK-128;926263;Fire Suppressio;SUPERVALU Group;10;584,16;2146,56
03/08/2018;SO - 0004224;Llorens Ltd;Distributor;AXW291;STK-145;420746;Building Safety;Apotex Corp;9;327,90;1459,25
04/08/2018;SO - 0004225;Ei ;Distributor;FLR025;STK-148;420746;Telecommunications Equipment;Major Corp;9;213,62;780,19
04/08/2018;SO - 0004226;Eminence Corp;Wholesale;AXW291;STK-146;420746;Security Systems;Macoven Group;13;477,13;3314,78
04/08/2018;SO - 0004227;Ei ;Wholesale;NXH382;STK-103;920026;Building Insulation;Accord Ltd;13;252,81;1328,18
04/08/2018;SO - 0004228;Eminence Corp;Wholesale;AXW291;STK-101;920026;Elevator;McKesson Corp;13;448,76;2872,06
04/08/2018;SO - 0004229;Weimei Corp;Wholesale;FLR025;STK-168;415254;Curtainwall;Accord Ltd;8;575,15;1492,27
04/08/2018;SO - 0004230;Mylan Corp;Export;AXW291;STK-160;417850;Finish Carpentry;Major Corp;14;258,69;1585,15
05/08/2018;SO - 0004231;Rochester Ltd;Distributor;NXH382;STK-137;922457;Rebar;McKesson Corp;14;331,08;2191,97
05/08/2018;SO - 0004232;PEDIFIX, Corp;Distributor;AXW291;STK-141;420746;Stairway;Kinray Ltd;9;324,11;1083,60
05/08/2018;SO - 0004233;Weimei Corp;Wholesale;GUT930;STK-127;926263;Wood Finishing;Fullerton Corp;13;222,58;1146,55
06/08/2018;SO - 0004234;Niconovum Corp;Wholesale;NXH382;STK-134;922457;Stone Dry Stacked;ALK-Abello, Corp;8;520,62;1795,68
06/08/2018;SO - 0004235;Qualitest ;Wholesale;AXW291;STK-126;926263;Stucco;Heritage ;11;438,19;2126,95
06/08/2018;SO - 0004236;Pure Group;Wholesale;GUT930;STK-112;927300;Chipset Computers;ARM Company;14;691,76;3541,82
07/08/2018;SO - 0004237;S.S.S. Group;Wholesale;AXW291;STK-140;922457;Metal Fabrications;Kinray Ltd;14;303,67;1634,69
07/08/2018;SO - 0004238;New Ltd;Wholesale;NXH382;STK-127;926263;Wood Finishing;Fullerton Corp;10;222,58;833,86
07/08/2018;SO - 0004239;PEDIFIX, Corp;Export;AXW291;STK-140;922457;Metal Fabrications;Kinray Ltd;9;303,67;953,57
07/08/2018;SO - 0004240;Wuxi Group;Wholesale;AXW291;STK-103;920026;Building Insulation;Accord Ltd;8;252,81;724,46
07/08/2018;SO - 0004241;Apotheca, Ltd;Distributor;NXH382;STK-153;417850;Stud, Joist, Rafter;Lake Ltd;9;486,42;1618,18
07/08/2018;SO - 0004242;Pure Group;Wholesale;GUT930;STK-148;420746;Telecommunications Equipment;Major Corp;9;213,62;780,19
08/08/2018;SO - 0004243;WakeFern ;Wholesale;GUT930;STK-126;926263;Stucco;Heritage ;14;438,19;2835,94
08/08/2018;SO - 0004244;Avon Corp;Wholesale;GUT930;STK-158;417850;Parallel Strand;McKesson Corp;13;153,83;1021,68
08/08/2018;SO - 0004245;Medline ;Distributor;AXW291;STK-106;920026;Damp (Structural);Mylan Group;14;222,04;1671,84
09/08/2018;SO - 0004246;AuroMedics Corp;Distributor;NXH382;STK-154;417850;Treated Lumber;ALK-Abello, Corp;8;371,04;1207,44
09/08/2018;SO - 0004247;Victory Ltd;Export;AXW291;STK-110;920026;Folding Doors;Lake Ltd;8;578,87;1572,77
09/08/2018;SO - 0004248;Trigen ;Distributor;GUT930;STK-150;420746;Heavy Timbers;Cixi Group;8;233,43;873,07
09/08/2018;SO - 0004249;Select ;Wholesale;AXW291;STK-113;927300;Circuit Breaker;Apotex Corp;7;347,66;851,40
09/08/2018;SO - 0004250;Ohio ;Wholesale;GUT930;STK-140;922457;Metal Fabrications;Kinray Ltd;13;303,67;1498,46
09/08/2018;SO - 0004251;Pacific Ltd;Distributor;AXW291;STK-144;420746;Plumbing Fixtures;ALK-Abello, Corp;9;137,51;563,47
10/08/2018;SO - 0004252;Apollo Ltd;Export;AXW291;STK-148;420746;Telecommunications Equipment;Major Corp;12;213,62;1114,56
10/08/2018;SO - 0004253;OHTA'S Corp;Distributor;GUT930;STK-100;920026;Concrete;McKesson Corp;9;124,49;433,44
11/08/2018;SO - 0004254;Ascend Ltd;Wholesale;AXW291;STK-107;920026;Housewrap;Kinray Ltd;11;281,93;1727,57
11/08/2018;SO - 0004255;Ei ;Distributor;AXW291;STK-132;922457;High Concrete;CP IV Ltd;10;334,39;1246,66
11/08/2018;SO - 0004256;Dharma Ltd;Wholesale;NXH382;STK-126;926263;Stucco;Heritage ;14;438,19;2835,94
12/08/2018;SO - 0004257;Procter Corp;Wholesale;AXW291;STK-159;417850;Glue-Laminate;Sun Ltd;10;648,44;2394,24
12/08/2018;SO - 0004258;Weimei Corp;Wholesale;AXW291;STK-111;927300;Door Hardware;Apotex Corp;11;437,31;2099,09
12/08/2018;SO - 0004259;Apollo Ltd;Export;NXH382;STK-148;420746;Telecommunications Equipment;Major Corp;12;213,62;1114,56
13/08/2018;SO - 0004260;Pacific Ltd;Wholesale;AXW291;STK-151;417850;Bamboo;Lake Ltd;11;367,33;1578,96
13/08/2018;SO - 0004261;Amylin Group;Wholesale;GUT930;STK-156;417850;Plywood;Allermed Group;8;191,89;526,32
13/08/2018;SO - 0004262;ETUDE Ltd;Wholesale;NXH382;STK-128;926263;Fire Suppressio;SUPERVALU Group;10;584,16;2146,56
15/08/2018;SO - 0004263;AuroMedics Corp;Wholesale;NXH382;STK-164;415254;Ornamental Woodwork;ALK-Abello, Corp;9;243,81;758,52
